strain	virus	accession	date	region	country	division	city	db	segment	authors	url	title	journal	paper_url	MuV_genotype
BritishColumbia.CAN/21.16/4/G	mumps	BCCDC53	2016-05-25	North America	Canada	British Columbia	British Columbia	bccdc	genome	Gardy et al	?	Unpublished	?	?	G
Washington.USA/19.17/FH53/G	mumps	Fred_Hutch_seq_53	2017-05-12	North America	Usa	Washington	Washington	fh	genome	Moncla et al	?	Unpublished	?	?	G
Massachusetts.USA/19.16/11/G	mumps	MF965223	2016-05-14	North America	Usa	Massachusetts	Massachusetts	genbank	genome	Byrne et al	https://www.ncbi.nlm.nih.gov/nuccore/MF965223	Mumps rubulavirus sample sequencing from the 2016-2017 outbreak in Massachusetts	Unpublished	?	G
Massachusetts.USA/19.17/4/G	mumps	MG986416	2017-05-14	North America	Usa	Massachusetts	Massachusetts	genbank	genome	Byrne et al	https://www.ncbi.nlm.nih.gov/nuccore/MG986416	Mumps rubulavirus sample sequencing from the 2016-2017 outbreak in Massachusetts	Unpublished	?	G
BritishColumbia.CAN/31.16/4/G	mumps	BCCDC59	2016-08-04	North America	Canada	British Columbia	British Columbia	bccdc	genome	Gardy et al	?	Unpublished	?	?	G
Wisconsin.USA/11.07/FH109/G	mumps	Fred_Hutch_seq_109	2007-03-XX	North America	Usa	Wisconsin	Wisconsin	fh	genome	Moncla et al	?	Unpublished	?	?	G
Washington.USA/12.17/FH78/G	mumps	Fred_Hutch_seq_78	2017-03-24	North America	Usa	Washington	Washington	fh	genome	Moncla et al	?	Unpublished	?	?	G
Arkansas.USA/51.16/G	mumps	MK585589	2016-12-16	North America	Usa	Arkansas	Arkansas	genbank	genome	Alkam et al	https://www.ncbi.nlm.nih.gov/nuccore/MK585589	Genomic characterization of mumps viruses from a large-scale mumps outbreak in Arkansas, 2016	Unpublished	?	G
Washington.USA/6.17/FH51/G	mumps	Fred_Hutch_seq_51	2017-02-06	North America	Usa	Washington	Washington	fh	genome	Moncla et al	?	Unpublished	?	?	G
Dadra_NagarHaveli.IND/42.16/2/G	mumps	MG460606	?	South Asia	India	India	India	genbank	genome	Vaidya et al	https://www.ncbi.nlm.nih.gov/nuccore/MG460606	Mumps outbreak in a tribal population from the Union Territory of Dadra and Nagar Haveli, India	Unpublished	?	G
Washington.USA/17.17/FH37/G	mumps	Fred_Hutch_seq_37	2017-05-02	North America	Usa	Washington	Washington	fh	genome	Moncla et al	?	Unpublished	?	?	G
Washington.USA/50.16/FH2/G	mumps	Fred_Hutch_seq_2	2016-12-13	North America	Usa	Washington	Washington	fh	genome	Moncla et al	?	Unpublished	?	?	G
Washington.USA/1.17/FH5/G	mumps	Fred_Hutch_seq_5	2017-01-03	North America	Usa	Washington	Washington	fh	genome	Moncla et al	?	Unpublished	?	?	G
Washington.USA/11.17/FH143/G	mumps	Fred_Hutch_seq_143	2017-03-15	North America	Usa	Washington	Washington	fh	genome	Moncla et al	?	Unpublished	?	?	G
Massachusetts.USA/16.16/4/G	mumps	MF965242	2016-04-19	North America	Usa	Massachusetts	Massachusetts	genbank	genome	Byrne et al	https://www.ncbi.nlm.nih.gov/nuccore/MF965242	Mumps rubulavirus sample sequencing from the 2016-2017 outbreak in Massachusetts	Unpublished	?	G
Dg1062/Korea/98	mumps	AY309060	1998-XX-XX	Japan Korea	South Korea	South Korea	South Korea	genbank	genome	Lee et al	https://www.ncbi.nlm.nih.gov/nuccore/AY309060	Complete nucleotide sequence of a mumps virus genotype I strain isolated in Korea	Virus Genes 28 (2), 201-205 (2004)	https://www.ncbi.nlm.nih.gov/pubmed/14976420	?
L-Zagreb	mumps	AY685921	?	?	?	?	?	genbank	genome	Ivancic et al	https://www.ncbi.nlm.nih.gov/nuccore/AY685921	Genetic characterization of a mumps virus isolate during passaging in the amniotic cavity of embryonated chicken eggs	Virus Res. 99 (2), 121-129 (2004)	https://www.ncbi.nlm.nih.gov/pubmed/14749177	?
Wisconsin.USA/15.17/FH137/G	mumps	Fred_Hutch_seq_137	2017-04-XX	North America	Usa	Wisconsin	Wisconsin	fh	genome	Moncla et al	?	Unpublished	?	?	G
Ontario.CAN/09.17/10/G	mumps	Ontario_outbreak_7	2017-03-01	North America	Canada	Ontario	Ontario	Ontario-public-health-lab	genome	Stapleton et al	?	Unpublished	?	?	G
Wisconsin.USA/19.16/FH121/G	mumps	Fred_Hutch_seq_121	2016-05-XX	North America	Usa	Wisconsin	Wisconsin	fh	genome	Moncla et al	?	Unpublished	?	?	G
Massachusetts.USA/16.16/14/G	mumps	MF965243	2016-04-22	North America	Usa	Massachusetts	Massachusetts	genbank	genome	Byrne et al	https://www.ncbi.nlm.nih.gov/nuccore/MF965243	Mumps rubulavirus sample sequencing from the 2016-2017 outbreak in Massachusetts	Unpublished	?	G
Y213	mumps	AB576764	?	?	?	?	?	genbank	genome	Saika et al	https://www.ncbi.nlm.nih.gov/nuccore/AB576764	Development and biological properties of a new live attenuated mumps vaccine	Comp. Immunol. Microbiol. Infect. Dis. 29 (2-3), 89-99 (2006)	https://www.ncbi.nlm.nih.gov/pubmed/16647119	?
88-1961	mumps	AF467767	?	?	?	?	?	genbank	genome	Amexis et al	https://www.ncbi.nlm.nih.gov/nuccore/AF467767	Identification of a new genotype H wild-type mumps virus strain and its molecular relatedness to other virulent and attenuated strains	J. Med. Virol. 70 (2), 284-286 (2003)	https://www.ncbi.nlm.nih.gov/pubmed/12696119	?
Washington.USA/6.17/FH14/G	mumps	Fred_Hutch_seq_14	2017-02-08	North America	Usa	Washington	Washington	fh	genome	Moncla et al	?	Unpublished	?	?	G
Ontario.CAN/40.09/1/G	mumps	KY680538	2009-09-28	North America	Canada	Ontario	Ontario	genbank	genome	Eshaghi et al	https://www.ncbi.nlm.nih.gov/nuccore/KY680538	Mumps Outbreak in Ontario, Canada 2009-2010	Unpublished	?	G
BritishColumbia.CAN/30.16/2/G	mumps	BCCDC4	2016-07-31	North America	Canada	British Columbia	British Columbia	bccdc	genome	Gardy et al	?	Unpublished	?	?	G
Massachusetts.USA/25.17/G	mumps	MG986441	2017-06-19	North America	Usa	Massachusetts	Massachusetts	genbank	genome	Byrne et al	https://www.ncbi.nlm.nih.gov/nuccore/MG986441	Mumps rubulavirus sample sequencing from the 2016-2017 outbreak in Massachusetts	Unpublished	?	G
Ohio.USA/16.14/1/G	mumps	MG986449	2014-04-15	North America	Usa	Ohio	Ohio	genbank	genome	Bankamp et al	https://www.ncbi.nlm.nih.gov/nuccore/MG986449	Mumps rubulavirus sample sequencing from the 2016-2017 outbreak in Massachusetts	Unpublished	?	G
Ontario.CAN/09.17/3/G	mumps	Ontario_outbreak_26	2017-02-24	North America	Canada	Ontario	Ontario	Ontario-public-health-lab	genome	Stapleton et al	?	Unpublished	?	?	G
Washington.USA/49.16/FH55/G	mumps	Fred_Hutch_seq_55	2016-12-07	North America	Usa	Washington	Washington	fh	genome	Moncla et al	?	Unpublished	?	?	G
Massachusetts.USA/23.17/G	mumps	MG986407	2017-06-05	North America	Usa	Massachusetts	Massachusetts	genbank	genome	Byrne et al	https://www.ncbi.nlm.nih.gov/nuccore/MG986407	Mumps rubulavirus sample sequencing from the 2016-2017 outbreak in Massachusetts	Unpublished	?	G
Massachusetts.USA/24.17/2/G	mumps	MG986448	2017-06-14	North America	Usa	Massachusetts	Massachusetts	genbank	genome	Byrne et al	https://www.ncbi.nlm.nih.gov/nuccore/MG986448	Mumps rubulavirus sample sequencing from the 2016-2017 outbreak in Massachusetts	Unpublished	?	G
Springdale_730/2016/G	mumps	KY996510	2016-XX-XX	North America	Usa	Arkansas	Arkansas	genbank	genome	Wongsurawat et al	https://www.ncbi.nlm.nih.gov/nuccore/KY996510	Three Complete Genome Sequences of Genotype G Mumps Virus from the 2016 outbreak in Arkansas, USA	Unpublished	?	G
Massachusetts.USA/52.16/G	mumps	MG986382	2016-12-27	North America	Usa	Massachusetts	Massachusetts	genbank	genome	Byrne et al	https://www.ncbi.nlm.nih.gov/nuccore/MG986382	Mumps rubulavirus sample sequencing from the 2016-2017 outbreak in Massachusetts	Unpublished	?	G
Massachusetts.USA/10.16/11/G	mumps	MF965216	2016-03-11	North America	Usa	Massachusetts	Massachusetts	genbank	genome	Byrne et al	https://www.ncbi.nlm.nih.gov/nuccore/MF965216	Mumps rubulavirus sample sequencing from the 2016-2017 outbreak in Massachusetts	Unpublished	?	G
BritishColumbia.CAN/23.16/1/G	mumps	BCCDC73	2016-06-06	North America	Canada	British Columbia	British Columbia	bccdc	genome	Gardy et al	?	Unpublished	?	?	G
Washington.USA/12.17/FH35/G	mumps	Fred_Hutch_seq_35	2017-03-24	North America	Usa	Washington	Washington	fh	genome	Moncla et al	?	Unpublished	?	?	G
BritishColumbia.CAN/17.16/G	mumps	BCCDC10	2016-04-29	North America	Canada	British Columbia	British Columbia	bccdc	genome	Gardy et al	?	Unpublished	?	?	G
SIPAR_02	mumps	AF314558	?	?	?	?	?	genbank	genome	Amexis et al	https://www.ncbi.nlm.nih.gov/nuccore/AF314558	Correlation of genetic variability with safety of mumps vaccine Urabe AM9 strain	Virology 287 (1), 234-241 (2001)	https://www.ncbi.nlm.nih.gov/pubmed/11504558	?
Novosibirsk.RUS/10.03-H	mumps	AY681495	2003-03-12	West Asia	Russia	Russia	Russia	genbank	genome	Agafonov et al	https://www.ncbi.nlm.nih.gov/nuccore/AY681495	Isolation, genotyping and analysis of the complete nucleotide sequence of mumps virus Siberian strain	Epidemiol Vakcinoprofil 5, 34-42 (2007)	?	?
Chennai.IND/35.12/C	mumps	KF843896	2012-08-31	South Asia	India	India	India	genbank	genome	Vaidya et al	https://www.ncbi.nlm.nih.gov/nuccore/KF843896	Complete genome sequence of mumps wild type strains isolated from India	Unpublished	?	C
Zhejiang.CHN/19.10	mumps	KF170919	2010-05-14	China	China	Zhejiang	Zhejiang	genbank	genome	He et al	https://www.ncbi.nlm.nih.gov/nuccore/KF170919	Mumps epidemiology and molecular charicterisation of mumps virus circulating in Zhejiang province, China during the period of 2005-2010	Unpublished	?	?
Massachusetts.USA/46.16/5/G	mumps	MF965207	2016-11-17	North America	Usa	Massachusetts	Massachusetts	genbank	genome	Byrne et al	https://www.ncbi.nlm.nih.gov/nuccore/MF965207	Mumps rubulavirus sample sequencing from the 2016-2017 outbreak in Massachusetts	Unpublished	?	G
Massachusetts.USA/19.16/1/G	mumps	MF965252	2016-05-08	North America	Usa	Massachusetts	Massachusetts	genbank	genome	Byrne et al	https://www.ncbi.nlm.nih.gov/nuccore/MF965252	Mumps rubulavirus sample sequencing from the 2016-2017 outbreak in Massachusetts	Unpublished	?	G
Massachusetts.USA/17.16/7/G	mumps	MF965280	2016-04-27	North America	Usa	Massachusetts	Massachusetts	genbank	genome	Byrne et al	https://www.ncbi.nlm.nih.gov/nuccore/MF965280	Mumps rubulavirus sample sequencing from the 2016-2017 outbreak in Massachusetts	Unpublished	?	G
Washington.USA/17.17/FH38/G	mumps	Fred_Hutch_seq_38	2017-04-25	North America	Usa	Washington	Washington	fh	genome	Moncla et al	?	Unpublished	?	?	G
Washington.USA/14.17/FH98/G	mumps	Fred_Hutch_seq_98	2017-04-06	North America	Usa	Washington	Washington	fh	genome	Moncla et al	?	Unpublished	?	?	G
BritishColumbia.CAN/29.16/6/G	mumps	BCCDC40	2016-07-21	North America	Canada	British Columbia	British Columbia	bccdc	genome	Gardy et al	?	Unpublished	?	?	G
Massachusetts.USA/7.17/2/G	mumps	MG986415	2017-02-18	North America	Usa	Massachusetts	Massachusetts	genbank	genome	Byrne et al	https://www.ncbi.nlm.nih.gov/nuccore/MG986415	Mumps rubulavirus sample sequencing from the 2016-2017 outbreak in Massachusetts	Unpublished	?	G
Massachusetts.USA/14.16/3/G	mumps	MF965297	2016-04-12	North America	Usa	Massachusetts	Massachusetts	genbank	genome	Byrne et al	https://www.ncbi.nlm.nih.gov/nuccore/MF965297	Mumps rubulavirus sample sequencing from the 2016-2017 outbreak in Massachusetts	Unpublished	?	G
Louisiana.USA/29.17/G	mumps	MG986394	2017-07-21	North America	Usa	Louisiana	Louisiana	genbank	genome	Bankamp et al	https://www.ncbi.nlm.nih.gov/nuccore/MG986394	Mumps rubulavirus sample sequencing from the 2016-2017 outbreak in Massachusetts	Unpublished	?	G
Washington.USA/16.17/FH63/G	mumps	Fred_Hutch_seq_63	2017-04-21	North America	Usa	Washington	Washington	fh	genome	Moncla et al	?	Unpublished	?	?	G
Washington.USA/1.17/FH65/G	mumps	Fred_Hutch_seq_65	2017-01-08	North America	Usa	Washington	Washington	fh	genome	Moncla et al	?	Unpublished	?	?	G
Massachusetts.USA/37.16/1/G	mumps	MF965284	2016-09-11	North America	Usa	Massachusetts	Massachusetts	genbank	genome	Byrne et al	https://www.ncbi.nlm.nih.gov/nuccore/MF965284	Mumps rubulavirus sample sequencing from the 2016-2017 outbreak in Massachusetts	Unpublished	?	G
rOdate/AcGFP	mumps	LC420150	?	Japan Korea	Japan	Japan	Japan	genbank	genome	Katoh et al	https://www.ncbi.nlm.nih.gov/nuccore/LC420150	Heat Shock Protein 90 Ensures Efficient Mumps Virus Replication by Assisting with Viral Polymerase Complex Formation	J. Virol. 91 (6), e02220-16 (2017)	https://www.ncbi.nlm.nih.gov/pubmed/28053100	?
Massachusetts.USA/43.16/1/G	mumps	MF965236	2016-10-24	North America	Usa	Massachusetts	Massachusetts	genbank	genome	Byrne et al	https://www.ncbi.nlm.nih.gov/nuccore/MF965236	Mumps rubulavirus sample sequencing from the 2016-2017 outbreak in Massachusetts	Unpublished	?	G
Ontario.CAN/09.17/2/G	mumps	Ontario_outbreak_25	2017-02-23	North America	Canada	Ontario	Ontario	Ontario-public-health-lab	genome	Stapleton et al	?	Unpublished	?	?	G
Massachusetts.USA/19.16/10/G	mumps	MF965261	2016-05-14	North America	Usa	Massachusetts	Massachusetts	genbank	genome	Byrne et al	https://www.ncbi.nlm.nih.gov/nuccore/MF965261	Mumps rubulavirus sample sequencing from the 2016-2017 outbreak in Massachusetts	Unpublished	?	G
Ohio.USA/46.17/FH157/G	mumps	Fred_Hutch_seq_157	2017-11-XX	North America	Usa	Ohio	Ohio	fh	genome	Moncla et al	?	Unpublished	?	?	G
Ontario.CAN/09.17/8/G	mumps	Ontario_outbreak_5	2017-02-28	North America	Canada	Ontario	Ontario	Ontario-public-health-lab	genome	Stapleton et al	?	Unpublished	?	?	G
Kansas.USA/9.17/2/G	mumps	MG986403	2017-02-28	North America	Usa	Kansas	Kansas	genbank	genome	Bankamp et al	https://www.ncbi.nlm.nih.gov/nuccore/MG986403	Mumps rubulavirus sample sequencing from the 2016-2017 outbreak in Massachusetts	Unpublished	?	G
Massachusetts.USA/19.17/G	mumps	MG986386	2017-05-11	North America	Usa	Massachusetts	Massachusetts	genbank	genome	Byrne et al	https://www.ncbi.nlm.nih.gov/nuccore/MG986386	Mumps rubulavirus sample sequencing from the 2016-2017 outbreak in Massachusetts	Unpublished	?	G
Washington.USA/12.17/FH57/G	mumps	Fred_Hutch_seq_57	2017-03-22	North America	Usa	Washington	Washington	fh	genome	Moncla et al	?	Unpublished	?	?	G
Washington.USA/20.17/FH148/G	mumps	Fred_Hutch_seq_148	2017-05-24	North America	Usa	Washington	Washington	fh	genome	Moncla et al	?	Unpublished	?	?	G
New_York.USA/40.09/1	mumps	JX287390	2009-09-21	North America	Usa	New York	New York	genbank	genome	Kirkness et al	https://www.ncbi.nlm.nih.gov/nuccore/JX287390	Direct Submission	Submitted (12-JUN-2012) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	?	?
Massachusetts.USA/19.17/3/G	mumps	MG986459	2017-05-14	North America	Usa	Massachusetts	Massachusetts	genbank	genome	Byrne et al	https://www.ncbi.nlm.nih.gov/nuccore/MG986459	Mumps rubulavirus sample sequencing from the 2016-2017 outbreak in Massachusetts	Unpublished	?	G
California.USA/40.11/G	mumps	KY969482	2011-10-08	North America	Usa	California	California	genbank	genome	Espinosa et al	https://www.ncbi.nlm.nih.gov/nuccore/KY969482	Direct Submission	Submitted (20-APR-2017) Viral and Rickettsial Disease Laboratory, California Department of Public Health, 850 Marina Bay Parkway, Richmond, CA 94804, USA	?	G
London.GBR/3.02-Uncl	mumps	KF878082	2002-01-22	Europe	United Kingdom	England	London	genbank	genome	Jin et al	https://www.ncbi.nlm.nih.gov/nuccore/KF878082	Genomic diversity of mumps virus and global distribution of the 12 genotypes	Rev. Med. Virol. (2014) In press	https://www.ncbi.nlm.nih.gov/pubmed/25424978	?
Washington.USA/2.17/FH84/G	mumps	Fred_Hutch_seq_84	2017-01-13	North America	Usa	Washington	Washington	fh	genome	Moncla et al	?	Unpublished	?	?	G
Massachusetts.USA/11.16/1/G	mumps	MF965215	2016-03-14	North America	Usa	Massachusetts	Massachusetts	genbank	genome	Byrne et al	https://www.ncbi.nlm.nih.gov/nuccore/MF965215	Mumps rubulavirus sample sequencing from the 2016-2017 outbreak in Massachusetts	Unpublished	?	G
Arkansas.USA/40.16/G	mumps	MK585583	2016-09-30	North America	Usa	Arkansas	Arkansas	genbank	genome	Alkam et al	https://www.ncbi.nlm.nih.gov/nuccore/MK585583	Genomic characterization of mumps viruses from a large-scale mumps outbreak in Arkansas, 2016	Unpublished	?	G
Ontario.CAN/04.10/G	mumps	KY006857	2010-01-28	North America	Canada	Ontario	Ontario	genbank	genome	Eshaghi et al	https://www.ncbi.nlm.nih.gov/nuccore/KY006857	A Review of Laboratory Testing During a Mumps Outbreak in Ontario, Canada	Unpublished	?	G
Washington.USA/12.17/FH97/G	mumps	Fred_Hutch_seq_97	2017-03-23	North America	Usa	Washington	Washington	fh	genome	Moncla et al	?	Unpublished	?	?	G
NewPlymouth.NZL/30.17/G	mumps	MG765426	2017-07-24	Oceania	New Zealand	?	?	genbank	genome	Dilcher et al	https://www.ncbi.nlm.nih.gov/nuccore/MG765426	Monitoring viral genetic variation as a tool to improve molecular diagnostics for Mumps virus	J. Clin. Microbiol. (2018) In press	https://www.ncbi.nlm.nih.gov/pubmed/30021826	G
Washington.USA/11.17/FH56/G	mumps	Fred_Hutch_seq_56	2017-03-15	North America	Usa	Washington	Washington	fh	genome	Moncla et al	?	Unpublished	?	?	G
BritishColumbia.CAN/29.16/5/G	mumps	BCCDC90	2016-07-22	North America	Canada	British Columbia	British Columbia	bccdc	genome	Gardy et al	?	Unpublished	?	?	G
Massachusetts.USA/11.16/4/G	mumps	MF965277	2016-03-18	North America	Usa	Massachusetts	Massachusetts	genbank	genome	Byrne et al	https://www.ncbi.nlm.nih.gov/nuccore/MF965277	Mumps rubulavirus sample sequencing from the 2016-2017 outbreak in Massachusetts	Unpublished	?	G
Biken	mumps	AF314561	?	?	?	?	?	genbank	genome	Amexis et al	https://www.ncbi.nlm.nih.gov/nuccore/AF314561	Correlation of genetic variability with safety of mumps vaccine Urabe AM9 strain	Virology 287 (1), 234-241 (2001)	https://www.ncbi.nlm.nih.gov/pubmed/11504558	?
9218/Zg98	mumps	EU370206	1998-XX-XX	Europe	Croatia	Croatia	Croatia	genbank	genome	Santak et al	https://www.ncbi.nlm.nih.gov/nuccore/EU370206	Mumps virus isolate in Croatia in 1998	Unpublished	?	?
Enders	mumps	GU980052	?	?	?	?	?	genbank	genome	Young et al	https://www.ncbi.nlm.nih.gov/nuccore/GU980052	Mumps virus Enders strain is sensitive to interferon (IFN) despite encoding a functional IFN antagonist	J. Gen. Virol. 90 (PT 11), 2731-2738 (2009)	https://www.ncbi.nlm.nih.gov/pubmed/19625458	?
Missouri.USA/50.16/FH125/G	mumps	Fred_Hutch_seq_125	2016-12-XX	North America	Usa	Missouri	Missouri	fh	genome	Moncla et al	?	Unpublished	?	?	G
Ontario.CAN/12.17/4/G	mumps	Ontario_outbreak_15	2017-03-22	North America	Canada	Ontario	Ontario	Ontario-public-health-lab	genome	Stapleton et al	?	Unpublished	?	?	G
Ontario.CAN/09.17/6/G	mumps	Ontario_outbreak_3	2017-02-27	North America	Canada	Ontario	Ontario	Ontario-public-health-lab	genome	Stapleton et al	?	Unpublished	?	?	G
Massachusetts.USA/18.16/2/G	mumps	MF965238	2016-05-05	North America	Usa	Massachusetts	Massachusetts	genbank	genome	Byrne et al	https://www.ncbi.nlm.nih.gov/nuccore/MF965238	Mumps rubulavirus sample sequencing from the 2016-2017 outbreak in Massachusetts	Unpublished	?	G
Missouri.USA/11.17/FH133/G	mumps	Fred_Hutch_seq_133	2017-03-XX	North America	Usa	Missouri	Missouri	fh	genome	Moncla et al	?	Unpublished	?	?	G
BritishColumbia.CAN/30.16/3/G	mumps	BCCDC8	2016-07-27	North America	Canada	British Columbia	British Columbia	bccdc	genome	Gardy et al	?	Unpublished	?	?	G
Massachusetts.USA/16.16/12/G	mumps	MF965258	2016-04-21	North America	Usa	Massachusetts	Massachusetts	genbank	genome	Byrne et al	https://www.ncbi.nlm.nih.gov/nuccore/MF965258	Mumps rubulavirus sample sequencing from the 2016-2017 outbreak in Massachusetts	Unpublished	?	G
Arkansas.USA/38.16/G	mumps	MK585612	2016-09-15	North America	Usa	Arkansas	Arkansas	genbank	genome	Alkam et al	https://www.ncbi.nlm.nih.gov/nuccore/MK585612	Genomic characterization of mumps viruses from a large-scale mumps outbreak in Arkansas, 2016	Unpublished	?	G
Washington.USA/1.17/FH6/G	mumps	Fred_Hutch_seq_6	2017-01-04	North America	Usa	Washington	Washington	fh	genome	Moncla et al	?	Unpublished	?	?	G
Massachusetts.USA/10.16/6/G	mumps	MF965205	2016-03-09	North America	Usa	Massachusetts	Massachusetts	genbank	genome	Byrne et al	https://www.ncbi.nlm.nih.gov/nuccore/MF965205	Mumps rubulavirus sample sequencing from the 2016-2017 outbreak in Massachusetts	Unpublished	?	G
Washington.USA/2.17/FH22/G	mumps	Fred_Hutch_seq_22	2017-01-17	North America	Usa	Washington	Washington	fh	genome	Moncla et al	?	Unpublished	?	?	G
Massachusetts.USA/12.16/1/G	mumps	MF965287	2016-03-23	North America	Usa	Massachusetts	Massachusetts	genbank	genome	Byrne et al	https://www.ncbi.nlm.nih.gov/nuccore/MF965287	Mumps rubulavirus sample sequencing from the 2016-2017 outbreak in Massachusetts	Unpublished	?	G
Urabe_AM-9__parental_strain_	mumps	AB000388	?	?	?	?	?	genbank	genome	Mori et al	https://www.ncbi.nlm.nih.gov/nuccore/AB000388	Complete Nucleotide Sequence of the Mumps Virus Urabe Vaccine Strain Genomic cDNA	Rinsho To Uirusu 23, 341-352 (1995)	?	?
Washington.USA/8.17/FH17/G	mumps	Fred_Hutch_seq_17	2017-02-23	North America	Usa	Washington	Washington	fh	genome	Moncla et al	?	Unpublished	?	?	G
BritishColumbia.CAN/28.16/5/G	mumps	BCCDC89	2016-07-13	North America	Canada	British Columbia	British Columbia	bccdc	genome	Gardy et al	?	Unpublished	?	?	G
Wisconsin.USA/2.16/FH118/G	mumps	Fred_Hutch_seq_118	2016-01-XX	North America	Usa	Wisconsin	Wisconsin	fh	genome	Moncla et al	?	Unpublished	?	?	G
Arkansas.USA/52.16/G	mumps	MK585593	2016-12-19	North America	Usa	Arkansas	Arkansas	genbank	genome	Alkam et al	https://www.ncbi.nlm.nih.gov/nuccore/MK585593	Genomic characterization of mumps viruses from a large-scale mumps outbreak in Arkansas, 2016	Unpublished	?	G
Wisconsin.USA/16.14/FH85/G	mumps	Fred_Hutch_seq_85	2014-04-XX	North America	Usa	Wisconsin	Wisconsin	fh	genome	Moncla et al	?	Unpublished	?	?	G
Wisconsin.USA/46.15/FH117/G	mumps	Fred_Hutch_seq_117	2015-11-XX	North America	Usa	Wisconsin	Wisconsin	fh	genome	Moncla et al	?	Unpublished	?	?	G
Mass.USA/4.10	mumps	JX287388	2010-01-29	North America	Usa	Massachusetts	Massachusetts	genbank	genome	Kirkness et al	https://www.ncbi.nlm.nih.gov/nuccore/JX287388	Direct Submission	Submitted (12-JUN-2012) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	?	?
Washington.USA/5.17/FH162/G	mumps	Fred_Hutch_seq_162	2017-02-02	North America	Usa	Washington	Washington	fh	genome	Moncla et al	?	Unpublished	?	?	G
Washington.USA/20.17/FH73/G	mumps	Fred_Hutch_seq_73	2017-05-21	North America	Usa	Washington	Washington	fh	genome	Moncla et al	?	Unpublished	?	?	G
Washington.USA/12.17/FH144/G	mumps	Fred_Hutch_seq_144	2017-03-27	North America	Usa	Washington	Washington	fh	genome	Moncla et al	?	Unpublished	?	?	G
Massachusetts.USA/17.16/11/G	mumps	MF965211	2016-04-30	North America	Usa	Massachusetts	Massachusetts	genbank	genome	Byrne et al	https://www.ncbi.nlm.nih.gov/nuccore/MF965211	Mumps rubulavirus sample sequencing from the 2016-2017 outbreak in Massachusetts	Unpublished	?	G
Zhejiang.CHN/26.05	mumps	KF170916	2005-06-28	China	China	Zhejiang	Zhejiang	genbank	genome	He et al	https://www.ncbi.nlm.nih.gov/nuccore/KF170916	Mumps epidemiology and molecular charicterisation of mumps virus circulating in Zhejiang province, China during the period of 2005-2010	Unpublished	?	?
Massachusetts.USA/10.16/3/G	mumps	MF965298	2016-03-09	North America	Usa	Massachusetts	Massachusetts	genbank	genome	Byrne et al	https://www.ncbi.nlm.nih.gov/nuccore/MF965298	Mumps rubulavirus sample sequencing from the 2016-2017 outbreak in Massachusetts	Unpublished	?	G
Massachusetts.USA/8.16/2/G	mumps	MF965234	2016-02-24	North America	Usa	Massachusetts	Massachusetts	genbank	genome	Byrne et al	https://www.ncbi.nlm.nih.gov/nuccore/MF965234	Mumps rubulavirus sample sequencing from the 2016-2017 outbreak in Massachusetts	Unpublished	?	G
BritishColumbia.CAN/24.16/4/G	mumps	BCCDC38	2016-06-15	North America	Canada	British Columbia	British Columbia	bccdc	genome	Gardy et al	?	Unpublished	?	?	G
Massachusetts.USA/9.16/2/G	mumps	MF965302	2016-03-06	North America	Usa	Massachusetts	Massachusetts	genbank	genome	Byrne et al	https://www.ncbi.nlm.nih.gov/nuccore/MF965302	Mumps rubulavirus sample sequencing from the 2016-2017 outbreak in Massachusetts	Unpublished	?	G
BritishColumbia.CAN/8.17/8/G	mumps	BCCDC62	2017-02-26	North America	Canada	British Columbia	British Columbia	bccdc	genome	Gardy et al	?	Unpublished	?	?	G
Washington.USA/50.16/FH4/G	mumps	Fred_Hutch_seq_4	2016-12-13	North America	Usa	Washington	Washington	fh	genome	Moncla et al	?	Unpublished	?	?	G
Washington.USA/50.16/FH64/G	mumps	Fred_Hutch_seq_64	2016-12-12	North America	Usa	Washington	Washington	fh	genome	Moncla et al	?	Unpublished	?	?	G
Split.CRO/05.11/G	mumps	JN635498	2011-02-05	Europe	Croatia	Croatia	Croatia	genbank	genome	Santak et al	https://www.ncbi.nlm.nih.gov/nuccore/JN635498	Antigenic Differences between Vaccine and Circulating Wild Type Mumps Viruses Decreases Neutralization Capacity of Vaccine Induced Antibodies	Unpublished	?	G
Massachusetts.USA/46.16/3/G	mumps	MF965229	2016-11-14	North America	Usa	Massachusetts	Massachusetts	genbank	genome	Byrne et al	https://www.ncbi.nlm.nih.gov/nuccore/MF965229	Mumps rubulavirus sample sequencing from the 2016-2017 outbreak in Massachusetts	Unpublished	?	G
Massachusetts.USA/22.16/1/G	mumps	MF965226	2016-06-03	North America	Usa	Massachusetts	Massachusetts	genbank	genome	Byrne et al	https://www.ncbi.nlm.nih.gov/nuccore/MF965226	Mumps rubulavirus sample sequencing from the 2016-2017 outbreak in Massachusetts	Unpublished	?	G
NewJersey.USA/49.14/G	mumps	MG986418	2014-12-06	North America	Usa	New Jersey	New Jersey	genbank	genome	Bankamp et al	https://www.ncbi.nlm.nih.gov/nuccore/MG986418	Mumps rubulavirus sample sequencing from the 2016-2017 outbreak in Massachusetts	Unpublished	?	G
