Accession	Virus	Strain	Author	Publication_Title	Journal	Database
KF955503	Dengue (denv3)	DENV_3/BR/BID_V3621/2007	Zody et al	Direct Submission	Submitted (03-DEC-2013) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
GU131875	Dengue (denv3)	DENV_3/BR/BID_V3605/2007	Henn et al	Direct Submission	Submitted (22-OCT-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
MH888333	Dengue (denv3)	BOL_4025	Touret et al	Extended dengue virus panel for antiviral coumpound studies	Unpublished	Genbank
GU131858	Dengue (denv3)	DENV_3/BR/BID_V3460/2006	Henn et al	Direct Submission	Submitted (22-OCT-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
GU131867	Dengue (denv3)	DENV_3/BR/BID_V3588/2007	Henn et al	Direct Submission	Submitted (22-OCT-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
KF955493	Dengue (denv3)	DENV_3/BR/BID_V3594/2007	Zody et al	Direct Submission	Submitted (03-DEC-2013) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
GU131849	Dengue (denv3)	DENV_3/BR/BID_V3430/2006	Henn et al	Direct Submission	Submitted (22-OCT-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
KF955502	Dengue (denv3)	DENV_3/BR/BID_V3617/2007	Zody et al	Direct Submission	Submitted (03-DEC-2013) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
GU131865	Dengue (denv3)	DENV_3/BR/BID_V3584/2006	Henn et al	Direct Submission	Submitted (22-OCT-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
GU131857	Dengue (denv3)	DENV_3/BR/BID_V3457/2006	Henn et al	Direct Submission	Submitted (22-OCT-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
GQ868548	Dengue (denv3)	DENV_3/BR/BID_V3463/2006	?			Genbank
GU131846	Dengue (denv3)	DENV_3/BR/BID_V3424/2006	Henn et al	Direct Submission	Submitted (22-OCT-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
GU131852	Dengue (denv3)	DENV_3/BR/BID_V3441/2006	Henn et al	Direct Submission	Submitted (22-OCT-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
GQ868546	Dengue (denv3)	DENV_3/BR/BID_V3431/2006	Henn et al	Direct Submission	Submitted (03-SEP-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
GU131851	Dengue (denv3)	DENV_3/BR/BID_V3435/2006	Henn et al	Direct Submission	Submitted (22-OCT-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
GU131855	Dengue (denv3)	DENV_3/BR/BID_V3451/2006	Henn et al	Direct Submission	Submitted (22-OCT-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
GU131848	Dengue (denv3)	DENV_3/BR/BID_V3429/2006	Henn et al	Direct Submission	Submitted (22-OCT-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
GU131847	Dengue (denv3)	DENV_3/BR/BID_V3427/2006	Henn et al	Direct Submission	Submitted (22-OCT-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
GU131859	Dengue (denv3)	DENV_3/BR/BID_V3464/2006	Henn et al	Direct Submission	Submitted (22-OCT-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
GU131853	Dengue (denv3)	DENV_3/BR/BID_V3442/2006	Henn et al	Direct Submission	Submitted (22-OCT-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
GU131854	Dengue (denv3)	DENV_3/BR/BID_V3446/2006	Henn et al	Direct Submission	Submitted (22-OCT-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
GU131860	Dengue (denv3)	DENV_3/BR/BID_V3465/2006	Henn et al	Direct Submission	Submitted (22-OCT-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
KF955501	Dengue (denv3)	DENV_3/BR/BID_V3616/2007	Zody et al	Direct Submission	Submitted (03-DEC-2013) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
GQ868547	Dengue (denv3)	DENV_3/BR/BID_V3444/2006	?			Genbank
KF955499	Dengue (denv3)	DENV_3/BR/BID_V3610/2007	Zody et al	Direct Submission	Submitted (03-DEC-2013) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
KF955498	Dengue (denv3)	DENV_3/BR/BID_V3608/2007	Zody et al	Direct Submission	Submitted (03-DEC-2013) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
KF955494	Dengue (denv3)	DENV_3/BR/BID_V3596/2007	Zody et al	Direct Submission	Submitted (03-DEC-2013) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
FJ898457	Dengue (denv3)	DENV_3/EC/BID_V2975/2000	?			Genbank
KT726344	Dengue (denv3)	Cuba_580_2001	Rodriguez-Roche et al	Increasing Clinical Severity during a Dengue Virus Type 3 Cuban Epidemic: Deep Sequencing of Evolving Viral Populations	J. Virol. 90 (9), 4320-4333 (2016)	Genbank
KT726350	Dengue (denv3)	Cuba_26_2001	Rodriguez-Roche et al	Increasing Clinical Severity during a Dengue Virus Type 3 Cuban Epidemic: Deep Sequencing of Evolving Viral Populations	J. Virol. 90 (9), 4320-4333 (2016)	Genbank
KT726355	Dengue (denv3)	Cuba_513_2001	Rodriguez-Roche et al	Increasing Clinical Severity during a Dengue Virus Type 3 Cuban Epidemic: Deep Sequencing of Evolving Viral Populations	J. Virol. 90 (9), 4320-4333 (2016)	Genbank
KT726349	Dengue (denv3)	Cuba_15_2001	Rodriguez-Roche et al	Increasing Clinical Severity during a Dengue Virus Type 3 Cuban Epidemic: Deep Sequencing of Evolving Viral Populations	J. Virol. 90 (9), 4320-4333 (2016)	Genbank
KT726360	Dengue (denv3)	Cuba_73_2001	?			Genbank
KT726359	Dengue (denv3)	Cuba_558_2001	Rodriguez-Roche et al	Increasing Clinical Severity during a Dengue Virus Type 3 Cuban Epidemic: Deep Sequencing of Evolving Viral Populations	J. Virol. 90 (9), 4320-4333 (2016)	Genbank
KT726342	Dengue (denv3)	Cuba_553_2001	Rodriguez-Roche et al	Increasing Clinical Severity during a Dengue Virus Type 3 Cuban Epidemic: Deep Sequencing of Evolving Viral Populations	J. Virol. 90 (9), 4320-4333 (2016)	Genbank
KT726353	Dengue (denv3)	Cuba_492_2001	Rodriguez-Roche et al	Increasing Clinical Severity during a Dengue Virus Type 3 Cuban Epidemic: Deep Sequencing of Evolving Viral Populations	J. Virol. 90 (9), 4320-4333 (2016)	Genbank
KT726352	Dengue (denv3)	Cuba_463_2001	?			Genbank
KT726356	Dengue (denv3)	Cuba_523_2001	Rodriguez-Roche et al	Increasing Clinical Severity during a Dengue Virus Type 3 Cuban Epidemic: Deep Sequencing of Evolving Viral Populations	J. Virol. 90 (9), 4320-4333 (2016)	Genbank
KT726346	Dengue (denv3)	Cuba_16_2002	Rodriguez-Roche et al	Increasing Clinical Severity during a Dengue Virus Type 3 Cuban Epidemic: Deep Sequencing of Evolving Viral Populations	J. Virol. 90 (9), 4320-4333 (2016)	Genbank
KT726358	Dengue (denv3)	Cuba_547_2001	?			Genbank
KT726343	Dengue (denv3)	Cuba_557_2001	?			Genbank
KT726354	Dengue (denv3)	Cuba_504_2001	Rodriguez-Roche et al	Increasing Clinical Severity during a Dengue Virus Type 3 Cuban Epidemic: Deep Sequencing of Evolving Viral Populations	J. Virol. 90 (9), 4320-4333 (2016)	Genbank
KT726347	Dengue (denv3)	Cuba_17_2002	Rodriguez-Roche et al	Increasing Clinical Severity during a Dengue Virus Type 3 Cuban Epidemic: Deep Sequencing of Evolving Viral Populations	J. Virol. 90 (9), 4320-4333 (2016)	Genbank
KT726345	Dengue (denv3)	Cuba_11_2002	Rodriguez-Roche et al	Increasing Clinical Severity during a Dengue Virus Type 3 Cuban Epidemic: Deep Sequencing of Evolving Viral Populations	J. Virol. 90 (9), 4320-4333 (2016)	Genbank
KT726361	Dengue (denv3)	Cuba_20_2002	Rodriguez-Roche et al	Increasing Clinical Severity during a Dengue Virus Type 3 Cuban Epidemic: Deep Sequencing of Evolving Viral Populations	J. Virol. 90 (9), 4320-4333 (2016)	Genbank
KT726351	Dengue (denv3)	Cuba_568_2001	Rodriguez-Roche et al	Increasing Clinical Severity during a Dengue Virus Type 3 Cuban Epidemic: Deep Sequencing of Evolving Viral Populations	J. Virol. 90 (9), 4320-4333 (2016)	Genbank
KT726357	Dengue (denv3)	Cuba_546_2001	Rodriguez-Roche et al	Increasing Clinical Severity during a Dengue Virus Type 3 Cuban Epidemic: Deep Sequencing of Evolving Viral Populations	J. Virol. 90 (9), 4320-4333 (2016)	Genbank
KT726348	Dengue (denv3)	Cuba_21_2002	Rodriguez-Roche et al	Increasing Clinical Severity during a Dengue Virus Type 3 Cuban Epidemic: Deep Sequencing of Evolving Viral Populations	J. Virol. 90 (9), 4320-4333 (2016)	Genbank
FJ898458	Dengue (denv3)	DENV_3/PE/BID_V2981/2002	?			Genbank
KJ189256	Dengue (denv3)	DENV_3/PE/BID_V6158/2002	Zody et al	Direct Submission	Submitted (22-JAN-2014) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
KJ189260	Dengue (denv3)	DENV_3/PE/BID_V6170/2002	Zody et al	Direct Submission	Submitted (22-JAN-2014) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
KJ189257	Dengue (denv3)	DENV_3/PE/BID_V6159/2004	Zody et al	Direct Submission	Submitted (22-JAN-2014) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
KJ189265	Dengue (denv3)	DENV_3/PE/BID_V7046/2004	Zody et al	Direct Submission	Submitted (22-JAN-2014) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
KJ189255	Dengue (denv3)	DENV_3/PE/BID_V6156/2002	Zody et al	Direct Submission	Submitted (22-JAN-2014) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
KJ189266	Dengue (denv3)	DENV_3/PE/BID_V7048/2004	Zody et al	Direct Submission	Submitted (22-JAN-2014) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
KJ189262	Dengue (denv3)	DENV_3/PE/BID_V7041/2004	Zody et al	Direct Submission	Submitted (22-JAN-2014) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
KJ189258	Dengue (denv3)	DENV_3/PE/BID_V6167/2002	Zody et al	Direct Submission	Submitted (22-JAN-2014) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
KJ189259	Dengue (denv3)	DENV_3/PE/BID_V6168/2002	Zody et al	Direct Submission	Submitted (22-JAN-2014) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
KJ189264	Dengue (denv3)	DENV_3/PE/BID_V7043/2004	Zody et al	Direct Submission	Submitted (22-JAN-2014) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
KJ189263	Dengue (denv3)	DENV_3/PE/BID_V7042/2004	Zody et al	Direct Submission	Submitted (22-JAN-2014) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
KJ189292	Dengue (denv3)	DENV_3/PE/BID_V7081/2009	Zody et al	Direct Submission	Submitted (22-JAN-2014) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
KJ189299	Dengue (denv3)	DENV_3/PE/BID_V7088/2005	Zody et al	Direct Submission	Submitted (22-JAN-2014) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
KJ189293	Dengue (denv3)	DENV_3/PE/BID_V7082/2005	Zody et al	Direct Submission	Submitted (22-JAN-2014) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
KJ189295	Dengue (denv3)	DENV_3/PE/BID_V7084/2006	Zody et al	Direct Submission	Submitted (22-JAN-2014) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
KJ189279	Dengue (denv3)	DENV_3/PE/BID_V7063/2007	Zody et al	Direct Submission	Submitted (22-JAN-2014) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
KJ189285	Dengue (denv3)	DENV_3/PE/BID_V7069/2008	Zody et al	Direct Submission	Submitted (22-JAN-2014) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
KJ189280	Dengue (denv3)	DENV_3/PE/BID_V7064/2007	Zody et al	Direct Submission	Submitted (22-JAN-2014) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
KJ189284	Dengue (denv3)	DENV_3/PE/BID_V7068/2008	Zody et al	Direct Submission	Submitted (22-JAN-2014) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
KJ189269	Dengue (denv3)	DENV_3/PE/BID_V7052/2007	Zody et al	Direct Submission	Submitted (22-JAN-2014) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
KJ189267	Dengue (denv3)	DENV_3/PE/BID_V7050/2007	Zody et al	Direct Submission	Submitted (22-JAN-2014) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
KJ189281	Dengue (denv3)	DENV_3/PE/BID_V7065/2007	Zody et al	Direct Submission	Submitted (22-JAN-2014) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
KJ189286	Dengue (denv3)	DENV_3/PE/BID_V7070/2008	Zody et al	Direct Submission	Submitted (22-JAN-2014) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
KJ189294	Dengue (denv3)	DENV_3/PE/BID_V7083/2006	Zody et al	Direct Submission	Submitted (22-JAN-2014) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
KJ189287	Dengue (denv3)	DENV_3/PE/BID_V7071/2008	Zody et al	Direct Submission	Submitted (22-JAN-2014) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
KJ189297	Dengue (denv3)	DENV_3/PE/BID_V7086/2006	Zody et al	Direct Submission	Submitted (22-JAN-2014) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
KJ189296	Dengue (denv3)	DENV_3/PE/BID_V7085/2006	Zody et al	Direct Submission	Submitted (22-JAN-2014) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
KJ189288	Dengue (denv3)	DENV_3/PE/BID_V7073/2008	Zody et al	Direct Submission	Submitted (22-JAN-2014) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
KJ189301	Dengue (denv3)	DENV_3/PE/BID_V7289/2008	Zody et al	Direct Submission	Submitted (22-JAN-2014) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
KJ189272	Dengue (denv3)	DENV_3/PE/BID_V7056/2007	Zody et al	Direct Submission	Submitted (22-JAN-2014) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
KJ189289	Dengue (denv3)	DENV_3/PE/BID_V7074/2008	Zody et al	Direct Submission	Submitted (22-JAN-2014) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
KJ189300	Dengue (denv3)	DENV_3/PE/BID_V7090/2008	Zody et al	Direct Submission	Submitted (22-JAN-2014) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
KJ189261	Dengue (denv3)	DENV_3/PE/BID_V6263/2008	Zody et al	Direct Submission	Submitted (22-JAN-2014) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
KJ189277	Dengue (denv3)	DENV_3/PE/BID_V7061/2007	Zody et al	Direct Submission	Submitted (22-JAN-2014) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
KJ189275	Dengue (denv3)	DENV_3/PE/BID_V7059/2007	Zody et al	Direct Submission	Submitted (22-JAN-2014) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
KJ189274	Dengue (denv3)	DENV_3/PE/BID_V7058/2007	Zody et al	Direct Submission	Submitted (22-JAN-2014) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
KJ189283	Dengue (denv3)	DENV_3/PE/BID_V7067/2007	Zody et al	Direct Submission	Submitted (22-JAN-2014) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
KJ189298	Dengue (denv3)	DENV_3/PE/BID_V7087/2008	Zody et al	Direct Submission	Submitted (22-JAN-2014) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
KJ189290	Dengue (denv3)	DENV_3/PE/BID_V7078/2008	Zody et al	Direct Submission	Submitted (22-JAN-2014) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
KJ189291	Dengue (denv3)	DENV_3/PE/BID_V7079/2008	Zody et al	Direct Submission	Submitted (22-JAN-2014) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
FJ898474	Dengue (denv3)	DENV_3/VE/BID_V2971/2007	?			Genbank
KF955485	Dengue (denv3)	DENV_3/VE/BID_V2488/2008	Zody et al	Direct Submission	Submitted (03-DEC-2013) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
FJ024470	Dengue (denv3)	DENV_3/US/BID_V1612/2004	Henn et al	Direct Submission	Submitted (08-AUG-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ024471	Dengue (denv3)	DENV_3/US/BID_V1613/2004	Henn et al	Direct Submission	Submitted (08-AUG-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU529703	Dengue (denv3)	DENV_3/US/BID_V1090/1998	Henn et al	Direct Submission	Submitted (28-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ850056	Dengue (denv3)	DENV_3/US/BID_V1611/2004	Henn et al	Direct Submission	Submitted (19-MAR-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU529704	Dengue (denv3)	DENV_3/US/BID_V1091/2004	Henn et al	Direct Submission	Submitted (28-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
MH544647	Dengue (denv3)	449335_Boyaca_CO_2015	Laiton Donato et al	Whole Genome Sequences of Dengue virus type 3 strains isolated from the serum of patients in Colombia 2015 - 2016	Unpublished	Genbank
MH544651	Dengue (denv3)	476947_Risaralda_CO_2016	Laiton Donato et al	Whole Genome Sequences of Dengue virus type 3 strains isolated from the serum of patients in Colombia 2015 - 2016	Unpublished	Genbank
EU854292	Dengue (denv3)	DENV_3/VE/BID_V1593/2005	Henn et al	Direct Submission	Submitted (25-JUN-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
KF971697	Dengue (denv3)	DENV_3/NI/BID_V4791/2009	Newman et al	Direct Submission	Submitted (16-DEC-2013) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
FJ850048	Dengue (denv3)	DENV_3/NI/BID_V2653/2008	Henn et al	Direct Submission	Submitted (19-MAR-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
HQ541790	Dengue (denv3)	DENV_3/NI/BID_V3169/2008	Henn et al	Direct Submission	Submitted (28-OCT-2010) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
JF920409	Dengue (denv3)	DENV_3/NI/BID_V5471/2010	Henn et al	Direct Submission	Submitted (29-APR-2011) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
KF971702	Dengue (denv3)	DENV_3/NI/BID_V4846/2009	Newman et al	Direct Submission	Submitted (16-DEC-2013) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
GQ199862	Dengue (denv3)	DENV_3/NI/BID_V3059/2008	?			Genbank
JF937620	Dengue (denv3)	DENV_3/NI/BID_V5477/2010	Henn et al	Direct Submission	Submitted (06-MAY-2011) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
HM756276	Dengue (denv3)	DENV_3/NI/BID_V4809/2009	Henn et al	Direct Submission	Submitted (09-JUL-2010) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
HM631860	Dengue (denv3)	DENV_3/NI/BID_V4765/2009	Henn et al	Direct Submission	Submitted (08-JUN-2010) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
HM631856	Dengue (denv3)	DENV_3/NI/BID_V4796/2009	Henn et al	Direct Submission	Submitted (08-JUN-2010) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
HM181977	Dengue (denv3)	DENV_3/NI/BID_V4774/2009	Henn et al	Direct Submission	Submitted (27-APR-2010) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
HM631862	Dengue (denv3)	DENV_3/NI/BID_V4767/2009	Henn et al	Direct Submission	Submitted (08-JUN-2010) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ898475	Dengue (denv3)	DENV_3/NI/BID_V2935/2008	?			Genbank
FJ873812	Dengue (denv3)	DENV_3/NI/BID_V2647/2008	Henn et al	Direct Submission	Submitted (30-MAR-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
KF971708	Dengue (denv3)	DENV_3/NI/BID_V5100/2010	Newman et al	Direct Submission	Submitted (16-DEC-2013) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
KF971701	Dengue (denv3)	DENV_3/NI/BID_V4844/2009	Newman et al	Direct Submission	Submitted (16-DEC-2013) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
KF921928	Dengue (denv3)	DENV_3/NI/BID_V5483/2010	Zody et al	Direct Submission	Submitted (02-DEC-2013) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
KF921927	Dengue (denv3)	DENV_3/NI/BID_V5480/2010	Zody et al	Direct Submission	Submitted (02-DEC-2013) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
JF937639	Dengue (denv3)	DENV_3/NI/BID_V5680/2010	Henn et al	Direct Submission	Submitted (06-MAY-2011) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
KF973487	Dengue (denv3)	DENV_3/NI/BID_V7699/2011	Zody et al	Direct Submission	Submitted (17-DEC-2013) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
KF973483	Dengue (denv3)	DENV_3/NI/BID_V7665/2011	Zody et al	Direct Submission	Submitted (17-DEC-2013) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
HM181972	Dengue (denv3)	DENV_3/NI/BID_V4761/2009	Henn et al	Direct Submission	Submitted (27-APR-2010) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
KF971696	Dengue (denv3)	DENV_3/NI/BID_V4737/2009	Newman et al	Direct Submission	Submitted (16-DEC-2013) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
KF971709	Dengue (denv3)	DENV_3/NI/BID_V5453/2009	Newman et al	Direct Submission	Submitted (16-DEC-2013) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
KF955489	Dengue (denv3)	DENV_3/NI/BID_V2651/2008	Zody et al	Direct Submission	Submitted (03-DEC-2013) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
JF937638	Dengue (denv3)	DENV_3/NI/BID_V5517/2010	Henn et al	Direct Submission	Submitted (06-MAY-2011) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
KF973476	Dengue (denv3)	DENV_3/NI/BID_V7634/2011	Zody et al	Direct Submission	Submitted (17-DEC-2013) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
GQ199871	Dengue (denv3)	DENV_3/NI/BID_V3073/2008	?			Genbank
KF955491	Dengue (denv3)	DENV_3/NI/BID_V3074/2008	Zody et al	Direct Submission	Submitted (03-DEC-2013) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
GQ199863	Dengue (denv3)	DENV_3/NI/BID_V3066/2008	?			Genbank
GQ199864	Dengue (denv3)	DENV_3/NI/BID_V3068/2008	?			Genbank
FJ873813	Dengue (denv3)	DENV_3/NI/BID_V2649/2008	Henn et al	Direct Submission	Submitted (30-MAR-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
KF955488	Dengue (denv3)	DENV_3/NI/BID_V2650/2008	Zody et al	Direct Submission	Submitted (03-DEC-2013) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
KF955334	Dengue (denv3)	DENV_3/NI/BID_V3062/2008	Zody et al	Direct Submission	Submitted (10-DEC-2013) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
GQ199861	Dengue (denv3)	DENV_3/NI/BID_V3057/2008	?			Genbank
HQ541789	Dengue (denv3)	DENV_3/NI/BID_V3163/2008	Henn et al	Direct Submission	Submitted (28-OCT-2010) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ850049	Dengue (denv3)	DENV_3/NI/BID_V2654/2008	Henn et al	Direct Submission	Submitted (19-MAR-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
HQ541791	Dengue (denv3)	DENV_3/NI/BID_V3175/2008	Henn et al	Direct Submission	Submitted (28-OCT-2010) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
GQ199865	Dengue (denv3)	DENV_3/NI/BID_V3069/2009	?			Genbank
