Accession	Virus	Strain	Author	Publication_Title	Journal	Database
FJ478457	Dengue (denv1)	DENV_1/US/BID_V2138/1996	Henn et al	Direct Submission	Submitted (18-NOV-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ410186	Dengue (denv1)	DENV_1/US/BID_V2136/1992	Henn et al	Direct Submission	Submitted (22-OCT-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ205874	Dengue (denv1)	DENV_1/US/BID_V1743/1995	Henn et al	Direct Submission	Submitted (10-SEP-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ562105	Dengue (denv1)	DENV_1/US/BID_V2096/1993	Henn et al	Direct Submission	Submitted (16-DEC-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ547086	Dengue (denv1)	DENV_1/US/BID_V2130/1995	Henn et al	Direct Submission	Submitted (01-DEC-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ547087	Dengue (denv1)	DENV_1/US/BID_V2135/1992	Henn et al	Direct Submission	Submitted (01-DEC-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ562106	Dengue (denv1)	DENV_1/US/BID_V2097/1986	Henn et al	Direct Submission	Submitted (16-DEC-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ410184	Dengue (denv1)	DENV_1/US/BID_V2133/1993	Henn et al	Direct Submission	Submitted (22-OCT-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ205875	Dengue (denv1)	DENV_1/US/BID_V1744/1995	Henn et al	Direct Submission	Submitted (10-SEP-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ410183	Dengue (denv1)	DENV_1/US/BID_V2132/1993	Henn et al	Direct Submission	Submitted (22-OCT-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU482567	Dengue (denv1)	DENV_1/US/BID_V1162/1998	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
KF955438	Dengue (denv1)	DENV_1/PR/BID_V1053/1998	Zody et al	Direct Submission	Submitted (03-DEC-2013) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
FJ410185	Dengue (denv1)	DENV_1/US/BID_V2134/1993	Henn et al	Direct Submission	Submitted (22-OCT-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ410190	Dengue (denv1)	DENV_1/US/BID_V2143/1987	Henn et al	Direct Submission	Submitted (22-OCT-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
KF955439	Dengue (denv1)	DENV_1/PR/BID_V1056/1995	Zody et al	Direct Submission	Submitted (03-DEC-2013) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
FJ410181	Dengue (denv1)	DENV_1/US/BID_V2129/1995	Henn et al	Direct Submission	Submitted (22-OCT-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ410175	Dengue (denv1)	DENV_1/US/BID_V2095/1994	Henn et al	Direct Submission	Submitted (22-OCT-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ410180	Dengue (denv1)	DENV_1/US/BID_V2128/1995	Henn et al	Direct Submission	Submitted (22-OCT-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ410182	Dengue (denv1)	DENV_1/US/BID_V2131/1996	Henn et al	Direct Submission	Submitted (22-OCT-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ410174	Dengue (denv1)	DENV_1/US/BID_V2094/1995	Henn et al	Direct Submission	Submitted (22-OCT-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ410189	Dengue (denv1)	DENV_1/US/BID_V2140/1996	Henn et al	Direct Submission	Submitted (22-OCT-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ478458	Dengue (denv1)	DENV_1/US/BID_V2142/1987	Henn et al	Direct Submission	Submitted (18-NOV-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ410179	Dengue (denv1)	DENV_1/US/BID_V2127/1994	Henn et al	Direct Submission	Submitted (22-OCT-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ390379	Dengue (denv1)	DENV_1/US/BID_V1741/1998	Henn et al	Direct Submission	Submitted (14-OCT-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ410187	Dengue (denv1)	DENV_1/US/BID_V2137/1992	Henn et al	Direct Submission	Submitted (22-OCT-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ390374	Dengue (denv1)	DENV_1/US/BID_V1734/1995	Henn et al	Direct Submission	Submitted (14-OCT-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ205873	Dengue (denv1)	DENV_1/US/BID_V1740/1998	Henn et al	Direct Submission	Submitted (10-SEP-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ390380	Dengue (denv1)	DENV_1/US/BID_V1742/1998	Henn et al	Direct Submission	Submitted (14-OCT-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ410173	Dengue (denv1)	DENV_1/US/BID_V2093/1998	Henn et al	Direct Submission	Submitted (22-OCT-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
KF955437	Dengue (denv1)	DENV_1/PR/BID_V1051/1998	Zody et al	Direct Submission	Submitted (03-DEC-2013) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
EU482592	Dengue (denv1)	DENV_1/US/BID_V853/1998	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ390378	Dengue (denv1)	DENV_1/US/BID_V1738/1998	Henn et al	Direct Submission	Submitted (14-OCT-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ205872	Dengue (denv1)	DENV_1/US/BID_V1739/1998	Henn et al	Direct Submission	Submitted (10-SEP-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
KF672762	Dengue (denv1)	38159/BR/RJ/1989	Nogueira et al	Twenty-five years of DENV-1 in Brazil: virological and molecular surveillance of strains isolated between 1986 and 2011	Unpublished	Genbank
KF672761	Dengue (denv1)	36034/BR/RJ/1988	Nogueira et al	Twenty-five years of DENV-1 in Brazil: virological and molecular surveillance of strains isolated between 1986 and 2011	Unpublished	Genbank
JX669469	Dengue (denv1)	41111/BR_PE/97	Silva et al	Molecular characterization of dengue virus circulating in Pernambuco - Brazil: epidemiological implications	Unpublished	Genbank
AB519681	Dengue (denv1)	SB_01057805_DF02_	Nagata et al	Comparative analysis of american dengue virus type 1 full genome sequences	Unpublished	Genbank
JX669468	Dengue (denv1)	40604/BR_PE/97	Silva et al	Molecular characterization of dengue virus circulating in Pernambuco - Brazil: epidemiological implications	Unpublished	Genbank
JX669467	Dengue (denv1)	21814/BR_PE/96	Silva et al	Molecular characterization of dengue virus circulating in Pernambuco - Brazil: epidemiological implications	Unpublished	Genbank
JX669472	Dengue (denv1)	70523/BR_PE/00	Silva et al	Molecular characterization of dengue virus circulating in Pernambuco - Brazil: epidemiological implications	Unpublished	Genbank
JX669473	Dengue (denv1)	74488/BR_PE/01	Silva et al	Molecular characterization of dengue virus circulating in Pernambuco - Brazil: epidemiological implications	Unpublished	Genbank
JX669474	Dengue (denv1)	75861/BR_PE/01	Silva et al	Molecular characterization of dengue virus circulating in Pernambuco - Brazil: epidemiological implications	Unpublished	Genbank
KF672764	Dengue (denv1)	68826/BR/RJ/2001	Nogueira et al	Twenty-five years of DENV-1 in Brazil: virological and molecular surveillance of strains isolated between 1986 and 2011	Unpublished	Genbank
JX669475	Dengue (denv1)	88463/BR_PE/02	Silva et al	Molecular characterization of dengue virus circulating in Pernambuco - Brazil: epidemiological implications	Unpublished	Genbank
JX669471	Dengue (denv1)	59049/BR_PE/99	Silva et al	Molecular characterization of dengue virus circulating in Pernambuco - Brazil: epidemiological implications	Unpublished	Genbank
JX669470	Dengue (denv1)	52082/BR_PE/98	Silva et al	Molecular characterization of dengue virus circulating in Pernambuco - Brazil: epidemiological implications	Unpublished	Genbank
KF672763	Dengue (denv1)	66694/BR/ES/2000	Nogueira et al	Twenty-five years of DENV-1 in Brazil: virological and molecular surveillance of strains isolated between 1986 and 2011	Unpublished	Genbank
FJ850073	Dengue (denv1)	DENV_1/BR/BID_V2378/2001	Henn et al	Direct Submission	Submitted (20-MAR-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ639741	Dengue (denv1)	DENV_1/VE/BID_V2169/1998	Henn et al	Direct Submission	Submitted (15-JAN-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
GU056033	Dengue (denv1)	DENV_1/VE/BID_V3545/1998	Henn et al	Direct Submission	Submitted (30-SEP-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
GU131835	Dengue (denv1)	DENV_1/VE/BID_V3552/2004	Henn et al	Direct Submission	Submitted (22-OCT-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ639743	Dengue (denv1)	DENV_1/VE/BID_V2171/1999	Henn et al	Direct Submission	Submitted (15-JAN-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
GQ868560	Dengue (denv1)	DENV_1/CO/BID_V3377/1998	?			Genbank
GQ868559	Dengue (denv1)	DENV_1/CO/BID_V3376/1998	?			Genbank
FJ639740	Dengue (denv1)	DENV_1/VE/BID_V2168/1998	Henn et al	Direct Submission	Submitted (15-JAN-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ850104	Dengue (denv1)	DENV_1/VE/BID_V2469/2008	Henn et al	Direct Submission	Submitted (19-MAR-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
GU131837	Dengue (denv1)	DENV_1/VE/BID_V3558/2005	Henn et al	Direct Submission	Submitted (22-OCT-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
GU131834	Dengue (denv1)	DENV_1/VE/BID_V3550/2001	Henn et al	Direct Submission	Submitted (22-OCT-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
GU131948	Dengue (denv1)	DENV_1/CO/BID_V3379/2001	Henn et al	Direct Submission	Submitted (22-OCT-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
KJ189303	Dengue (denv1)	DENV_1/CO/BID_V7291/1998	Zody et al	Direct Submission	Submitted (22-JAN-2014) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
GQ868568	Dengue (denv1)	DENV_1/CO/BID_V3388/2007	?			Genbank
GQ868567	Dengue (denv1)	DENV_1/CO/BID_V3387/2007	?			Genbank
KJ189304	Dengue (denv1)	DENV_1/CO/BID_V7292/2005	Zody et al	Direct Submission	Submitted (22-JAN-2014) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
GQ868564	Dengue (denv1)	DENV_1/CO/BID_V3382/2006	?			Genbank
GQ868569	Dengue (denv1)	DENV_1/CO/BID_V3390/2007	Henn et al	Direct Submission	Submitted (03-SEP-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
GQ868566	Dengue (denv1)	DENV_1/CO/BID_V3386/2007	?			Genbank
GQ868563	Dengue (denv1)	DENV_1/CO/BID_V3381/2006	Henn et al	Direct Submission	Submitted (03-SEP-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
GQ868565	Dengue (denv1)	DENV_1/CO/BID_V3385/2006	?			Genbank
GU131949	Dengue (denv1)	DENV_1/CO/BID_V3383/2006	Henn et al	Direct Submission	Submitted (22-OCT-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
GQ868570	Dengue (denv1)	DENV_1/CO/BID_V3391/2008	Henn et al	Direct Submission	Submitted (03-SEP-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
MH450312	Dengue (denv1)	DENV1_VE_IDAMS_910132_2015_10_19	Lizarazo et al	Applied shotgun metagenomics approach for the genetic characterization of Dengue viruses	Unpublished	Genbank
KY474304	Dengue (denv1)	TD_00043_S	?			Genbank
KY474303	Dengue (denv1)	TD_00044_S	?			Genbank
KY474307	Dengue (denv1)	TD_00061_P	Stewart-Ibarra et al	The high burden of dengue and chikungunya in southern coastal Ecuador: Epidemiology, clinical presentation, and phylogenetics from a prospective study in Machala in 2014-2015	Unpublished	Genbank
MF797878	Dengue (denv1)	DENV1/EC/Esmeraldas/210/2014	Wise et al	Direct Submission	Submitted (31-AUG-2017) Research, Public Health England, PHE Porton Down, Manor Farm Road, Salisbury, Wiltshire SP4 0JG, United Kingdom	Genbank
KC692517	Dengue (denv1)	HNRG37945	Tittarelli et al	Dengue virus 1 in Buenos Aires from 1999 to 2010: towards local spread	PLoS ONE 9 (10), E111017 (2014)	Genbank
KY474305	Dengue (denv1)	00099_S	?			Genbank
KY474306	Dengue (denv1)	TD_00087_P	Stewart-Ibarra et al	The high burden of dengue and chikungunya in southern coastal Ecuador: Epidemiology, clinical presentation, and phylogenetics from a prospective study in Machala in 2014-2015	Unpublished	Genbank
FJ639797	Dengue (denv1)	DENV_1/VE/BID_V2230/2004	Henn et al	Direct Submission	Submitted (15-JAN-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
KF955413	Dengue (denv1)	DENV_1/VE/BID_V3563/2006	Zody et al	Direct Submission	Submitted (10-DEC-2013) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
FJ639808	Dengue (denv1)	DENV_1/VE/BID_V2245/2005	Henn et al	Direct Submission	Submitted (15-JAN-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ639806	Dengue (denv1)	DENV_1/VE/BID_V2243/2007	Henn et al	Direct Submission	Submitted (15-JAN-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ744701	Dengue (denv1)	DENV_1/VE/BID_V2237/2004	Henn et al	Direct Submission	Submitted (10-FEB-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ639794	Dengue (denv1)	DENV_1/VE/BID_V2227/2004	Henn et al	Direct Submission	Submitted (15-JAN-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ639802	Dengue (denv1)	DENV_1/VE/BID_V2235/2004	Henn et al	Direct Submission	Submitted (15-JAN-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ639818	Dengue (denv1)	DENV_1/VE/BID_V2258/2006	Henn et al	Direct Submission	Submitted (15-JAN-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
GQ868562	Dengue (denv1)	DENV_1/CO/BID_V3380/2005	Henn et al	Direct Submission	Submitted (03-SEP-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
HQ332180	Dengue (denv1)	VE_61068_2006	Rodriguez-Roche et al	Population structure of the dengue viruses, Aragua, Venezuela, 2006-2007. Insights into dengue evolution under hyperendemic transmission	Infect. Genet. Evol. 12 (2), 332-344 (2012)	Genbank
FJ850100	Dengue (denv1)	DENV_1/VE/BID_V2461/2007	Henn et al	Direct Submission	Submitted (19-MAR-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
JN819405	Dengue (denv1)	DENV_1/VE/BID_V2606/2006	Henn et al	Direct Submission	Submitted (05-OCT-2011) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ850093	Dengue (denv1)	DENV_1/BR/BID_V2401/2008	Henn et al	Direct Submission	Submitted (20-MAR-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
KU509254	Dengue (denv1)	DENV1_10429	?			Genbank
FJ639820	Dengue (denv1)	DENV_1/VE/BID_V2260/2006	Henn et al	Direct Submission	Submitted (15-JAN-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ850099	Dengue (denv1)	DENV_1/VE/BID_V2459/2007	Henn et al	Direct Submission	Submitted (19-MAR-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
KF955407	Dengue (denv1)	DENV_1/VE/BID_V2425/2005	Zody et al	Direct Submission	Submitted (10-DEC-2013) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
FJ639796	Dengue (denv1)	DENV_1/VE/BID_V2229/2004	Henn et al	Direct Submission	Submitted (15-JAN-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ639824	Dengue (denv1)	DENV_1/VE/BID_V2264/2006	Henn et al	Direct Submission	Submitted (15-JAN-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ639813	Dengue (denv1)	DENV_1/VE/BID_V2251/2005	Henn et al	Direct Submission	Submitted (15-JAN-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
JN819411	Dengue (denv1)	DENV_1/VE/BID_V2249/2005	Henn et al	Direct Submission	Submitted (05-OCT-2011) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ850101	Dengue (denv1)	DENV_1/VE/BID_V2463/2007	Henn et al	Direct Submission	Submitted (19-MAR-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
